ID,component,defect
78095e82-5084-46fb-93a3-26ca89045c25,[],['Corrosion-Surface']
78095e82-5084-46fb-93a3-26ca89045c25,['Channel Bracket-Bolt'],[]
995680bb-5726-4cfa-923b-c7c0085c24f9,[],['Corrosion-Surface']
995680bb-5726-4cfa-923b-c7c0085c24f9,['Channel Bracket-Bolt'],[]
c2a15d9a-b4c7-4470-871f-5d6f4bdf38cf,[],['Corrosion-Surface']
c2a15d9a-b4c7-4470-871f-5d6f4bdf38cf,['Channel Bracket-Bolt'],[]
7d5fa0cc-27b8-4b6a-b5ac-81972e085f1a,[],['Corrosion-Surface']
7d5fa0cc-27b8-4b6a-b5ac-81972e085f1a,['Channel Bracket-Bolt'],[]
9d452316-468e-4a71-9dc7-984642187317,[],['Corrosion-Surface']
9d452316-468e-4a71-9dc7-984642187317,['Channel Bracket-Bolt'],[]
93b93b28-e8c3-495e-8fa8-4642ea7b914e,[],['Corrosion-Surface']
93b93b28-e8c3-495e-8fa8-4642ea7b914e,['Channel Bracket-Bolt'],[]
48a68b6c-077e-437c-928c-465e719e76b7,[],['Corrosion-Surface']
48a68b6c-077e-437c-928c-465e719e76b7,['Channel Bracket-Bolt'],[]
9c190259-7198-4ffd-99cf-c94dc1592316,[],['Corrosion-Surface']
9c190259-7198-4ffd-99cf-c94dc1592316,['Channel Bracket-Bolt'],[]
78b89563-2e13-4b08-ac59-eb2f40043710,[],['Corrosion-Surface']
78b89563-2e13-4b08-ac59-eb2f40043710,['Channel Bracket-Bolt'],[]
bbc84ebe-a098-4f63-904a-3e014fbd66ec,[],['Corrosion-Surface']
bbc84ebe-a098-4f63-904a-3e014fbd66ec,['Channel Bracket-Bolt'],[]
9504e466-fa9a-47fa-947b-6462dd6f4119,[],['Corrosion-Surface']
9504e466-fa9a-47fa-947b-6462dd6f4119,['Channel Bracket-Bolt'],[]
39e6754e-0abb-498a-973c-3051fa529d58,[],['Corrosion-Surface']
39e6754e-0abb-498a-973c-3051fa529d58,['Channel Bracket-Bolt'],[]
ef98b4c1-5ec5-4ef5-8e0e-c5e861e3d500,[],['Corrosion-Surface']
ef98b4c1-5ec5-4ef5-8e0e-c5e861e3d500,['Channel Bracket-Bolt'],[]
8be0fa1f-691a-4bf3-808e-3a519d9186a6,[],['Corrosion-Surface']
8be0fa1f-691a-4bf3-808e-3a519d9186a6,['Channel Bracket-Bolt'],[]
d5c98cdb-73ff-463d-ba8f-c76a3908114b,[],['Corrosion-Surface']
d5c98cdb-73ff-463d-ba8f-c76a3908114b,['Channel Bracket-Bolt'],[]
438241ce-6b97-47ce-9a53-00130a009ded,[],['Corrosion-Surface']
438241ce-6b97-47ce-9a53-00130a009ded,['Channel Bracket-Bolt'],[]
e9187985-aad4-4aa6-9da1-80f14fd33ca0,[],['Corrosion-Surface']
e9187985-aad4-4aa6-9da1-80f14fd33ca0,['Channel Bracket-Bolt'],[]
ad77c5a3-d77d-4b83-980f-ec93bdf8fbf8,[],['Corrosion-Surface']
ad77c5a3-d77d-4b83-980f-ec93bdf8fbf8,['Channel Bracket-Bolt'],[]
fba76c48-3af7-44c9-92c4-7fd6b120e2d6,[],['Corrosion-Surface']
fba76c48-3af7-44c9-92c4-7fd6b120e2d6,['Channel Bracket-Bolt'],[]
5e4f6d73-1193-4f47-bbc8-bd53e850933e,[],['Corrosion-Surface']
5e4f6d73-1193-4f47-bbc8-bd53e850933e,['Channel Bracket-Bolt'],[]
5226ca41-51a0-4ea6-9e82-1c3f5c31d60b,[],['Corrosion-Surface']
5226ca41-51a0-4ea6-9e82-1c3f5c31d60b,['Channel Bracket-Bolt'],[]
5dfb6bcf-e9e4-420e-a0fc-1a2835dcb5b7,[],['Corrosion-Surface']
5dfb6bcf-e9e4-420e-a0fc-1a2835dcb5b7,['Channel Bracket-Bolt'],[]
d93e3b20-c89b-4aca-aeb9-76463c173138,[],['Corrosion-Surface']
d93e3b20-c89b-4aca-aeb9-76463c173138,['Channel Bracket-Bolt'],[]
a0148cca-cfc1-4a78-906a-72a1cdc26abd,[],['Corrosion-Surface']
a0148cca-cfc1-4a78-906a-72a1cdc26abd,['Channel Bracket-Bolt'],[]
e30f430e-49d4-43e9-bbed-e9e22dd8789f,[],['Corrosion-Surface']
e30f430e-49d4-43e9-bbed-e9e22dd8789f,['Channel Bracket-Bolt'],[]
e85b4097-43e3-4a98-ba41-02a748cf3395,[],['Corrosion-Surface']
e85b4097-43e3-4a98-ba41-02a748cf3395,['Channel Bracket-Bolt'],[]
f181b647-9b47-4326-95fe-0ee1edb0ee22,[],['Corrosion-Surface']
f181b647-9b47-4326-95fe-0ee1edb0ee22,['Channel Bracket-Bolt'],[]
d9b2b8cb-3226-41d9-b6eb-9fe71bdfab87,[],['Corrosion-Surface']
d9b2b8cb-3226-41d9-b6eb-9fe71bdfab87,['Channel Bracket-Bolt'],[]
55605167-5390-41b2-bac6-9662e99e62ef,[],['Corrosion-Surface']
55605167-5390-41b2-bac6-9662e99e62ef,['Channel Bracket-Bolt'],[]
a9760156-a3ac-475a-bcb4-2f69cff9c234,[],['Corrosion-Surface']
a9760156-a3ac-475a-bcb4-2f69cff9c234,['Channel Bracket-Bolt'],[]
017784cb-c2e9-4a23-88eb-3357c71c69c8,[],['Corrosion-Surface']
017784cb-c2e9-4a23-88eb-3357c71c69c8,['Channel Bracket-Bolt'],[]
72fe3241-02c5-476b-a59d-37775673b1d0,[],['Corrosion-Surface']
72fe3241-02c5-476b-a59d-37775673b1d0,['Channel Bracket-Bolt'],[]
5b4000bd-77d7-4155-a99f-99e23bb6b04e,[],['Corrosion-Surface']
5b4000bd-77d7-4155-a99f-99e23bb6b04e,['Channel Bracket-Bolt'],[]
53e4a215-f407-476d-817f-5382b5381cee,[],['Corrosion-Surface']
53e4a215-f407-476d-817f-5382b5381cee,['Channel Bracket-Bolt'],[]
927aec69-cff1-4479-a4aa-24d9e68929fc,[],['Corrosion-Surface']
927aec69-cff1-4479-a4aa-24d9e68929fc,['Channel Bracket-Bolt'],[]
b3eaab78-a251-410d-b1e2-8613768d3cd9,[],['Corrosion-Surface']
b3eaab78-a251-410d-b1e2-8613768d3cd9,['Channel Bracket-Bolt'],[]
b15e2a19-f4bc-4791-be18-62a7ee9d6bc1,[],['Corrosion-Surface']
b15e2a19-f4bc-4791-be18-62a7ee9d6bc1,['Channel Bracket-Bolt'],[]
3549c27e-9ba8-473b-9e78-ab4edf020211,[],['Corrosion-Surface']
3549c27e-9ba8-473b-9e78-ab4edf020211,['Channel Bracket-Bolt'],[]
a91f1f06-6293-4d32-9ce6-416078cc37d7,[],['Corrosion-Surface']
a91f1f06-6293-4d32-9ce6-416078cc37d7,['Channel Bracket-Bolt'],[]
aba5a43f-6b0d-4adc-ad05-7c97effe8289,[],['Corrosion-Surface']
aba5a43f-6b0d-4adc-ad05-7c97effe8289,['Channel Bracket-Bolt'],[]
acc66b7d-0c94-4d60-83a2-5ddc1ed627a0,[],['Corrosion-Surface']
acc66b7d-0c94-4d60-83a2-5ddc1ed627a0,['Channel Bracket-Bolt'],[]
af29b490-ee80-42c2-8ae8-7fee67f837e7,[],['Corrosion-Surface']
af29b490-ee80-42c2-8ae8-7fee67f837e7,['Channel Bracket-Bolt'],[]
fc0ef008-53fe-4d4b-ab67-e82e08ad8c88,[],['Corrosion-Surface']
fc0ef008-53fe-4d4b-ab67-e82e08ad8c88,['Channel Bracket-Bolt'],[]
5d01e366-5527-4c6a-844a-9afea15604bb,[],['Corrosion-Surface']
5d01e366-5527-4c6a-844a-9afea15604bb,['Channel Bracket-Bolt'],[]
708572c3-b756-4202-bb8b-22d81e363164,[],['Corrosion-Surface']
708572c3-b756-4202-bb8b-22d81e363164,['Channel Bracket-Bolt'],[]
10664822-3edf-44eb-9f78-4650668672bc,[],['Corrosion-Surface']
10664822-3edf-44eb-9f78-4650668672bc,['Channel Bracket-Bolt'],[]
99484808-f670-43b0-b60b-e9c94368e2a2,[],['Corrosion-Surface']
99484808-f670-43b0-b60b-e9c94368e2a2,['Channel Bracket-Bolt'],[]
324f1c61-782d-4f87-b541-d772057f6c36,[],['Corrosion-Surface']
324f1c61-782d-4f87-b541-d772057f6c36,['Channel Bracket-Bolt'],[]
e01eead3-e47f-41ad-9f06-3e98c95c614b,[],['Corrosion-Surface']
e01eead3-e47f-41ad-9f06-3e98c95c614b,['Channel Bracket-Bolt'],[]
94311554-e09c-4b69-b399-6b59a6ae41cc,[],['Corrosion-Surface']
94311554-e09c-4b69-b399-6b59a6ae41cc,['Channel Bracket-Bolt'],[]
e2ff24a2-0e9e-40fe-b355-e9a5478bd2d4,[],['Corrosion-Surface']
e2ff24a2-0e9e-40fe-b355-e9a5478bd2d4,['Channel Bracket-Bolt'],[]
86e6d1fe-ebd1-4e24-a8c0-486cb496b7f6,[],['Corrosion-Surface']
86e6d1fe-ebd1-4e24-a8c0-486cb496b7f6,['Channel Bracket-Bolt'],[]
a9bab6cb-4730-4fa9-8234-199eba8b2979,[],['Corrosion-Surface']
a9bab6cb-4730-4fa9-8234-199eba8b2979,['Channel Bracket-Bolt'],[]
408f597a-c3d0-48ef-b85c-6c93a0bf37ca,[],['Corrosion-Surface']
408f597a-c3d0-48ef-b85c-6c93a0bf37ca,['Channel Bracket-Bolt'],[]
7ea81f1d-370f-4035-8da5-427b590389a1,[],['Corrosion-Surface']
7ea81f1d-370f-4035-8da5-427b590389a1,['Channel Bracket-Bolt'],[]
a1ec7f36-dff9-489c-a154-e849c2b1409b,[],['Corrosion-Surface']
a1ec7f36-dff9-489c-a154-e849c2b1409b,['Channel Bracket-Bolt'],[]
75e7fd3c-8a1d-496e-9ab4-3aa2f1db0d62,[],['Corrosion-Surface']
75e7fd3c-8a1d-496e-9ab4-3aa2f1db0d62,['Channel Bracket-Bolt'],[]
afc7e22a-3764-4d46-be20-26c6ebc2bfbc,[],['Corrosion-Surface']
afc7e22a-3764-4d46-be20-26c6ebc2bfbc,['Channel Bracket-Bolt'],[]
5e25c115-9eaf-476c-a6ea-dd57ea5496fb,[],['Corrosion-Surface']
5e25c115-9eaf-476c-a6ea-dd57ea5496fb,['Channel Bracket-Bolt'],[]
21bbfbca-fdfd-40f1-ab0c-561e80e55632,[],['Corrosion-Surface']
21bbfbca-fdfd-40f1-ab0c-561e80e55632,['Channel Bracket-Bolt'],[]
6f25b978-8fc8-4f17-98f3-e13bb4f99ca1,[],['Corrosion-Surface']
6f25b978-8fc8-4f17-98f3-e13bb4f99ca1,['Channel Bracket-Bolt'],[]
9037f85c-7c37-4b61-b2ae-8f29de2af771,[],['Corrosion-Surface']
9037f85c-7c37-4b61-b2ae-8f29de2af771,['Channel Bracket-Bolt'],[]
bcf44a75-3d2d-4f2b-83fe-316c383dbc32,[],['Loose']
bcf44a75-3d2d-4f2b-83fe-316c383dbc32,['Channel Bracket-Bolt'],[]
d6d4d991-8359-49be-b5f7-52567f38c954,[],['Loose']
d6d4d991-8359-49be-b5f7-52567f38c954,['Channel Bracket-Bolt'],[]
c81bf7ed-893c-4b9c-9370-60b5940ca372,[],['Loose']
c81bf7ed-893c-4b9c-9370-60b5940ca372,['Channel Bracket-Bolt'],[]
621c74f4-9dca-4bee-b733-da64ece97834,[],['Loose']
621c74f4-9dca-4bee-b733-da64ece97834,['Channel Bracket-Bolt'],[]
73d84000-f6c3-4c08-a2bd-bffe6cd1bad6,[],['Loose']
73d84000-f6c3-4c08-a2bd-bffe6cd1bad6,['Channel Bracket-Bolt'],[]
be101c1a-5029-4754-ae9e-6b801f9780a5,[],['Loose']
be101c1a-5029-4754-ae9e-6b801f9780a5,['Channel Bracket-Bolt'],[]
aa1a73be-f9c1-4145-b62a-d6c3cbf8c4be,[],['Loose']
aa1a73be-f9c1-4145-b62a-d6c3cbf8c4be,['Channel Bracket-Bolt'],[]
be9ed26a-b125-47fd-a1a2-abf36bbea5d7,[],['Loose']
be9ed26a-b125-47fd-a1a2-abf36bbea5d7,['Channel Bracket-Bolt'],[]
92380419-91e2-4ed8-b15a-17c8bf030716,[],['Loose']
92380419-91e2-4ed8-b15a-17c8bf030716,['Channel Bracket-Bolt'],[]
42ae7c20-68a1-4fa0-ac6d-decc84c5ea31,[],['Loose']
42ae7c20-68a1-4fa0-ac6d-decc84c5ea31,['Channel Bracket-Bolt'],[]
478f454e-b22c-4320-93f8-35dacb65ca3c,[],['Loose']
478f454e-b22c-4320-93f8-35dacb65ca3c,['Channel Bracket-Bolt'],[]
103087d2-5326-4152-8876-266cf43ed92e,[],['Loose']
103087d2-5326-4152-8876-266cf43ed92e,['Channel Bracket-Bolt'],[]
41fc94b4-0689-4dc7-b260-63c96650d9e8,[],['Loose']
41fc94b4-0689-4dc7-b260-63c96650d9e8,['Channel Bracket-Bolt'],[]
ff8382e4-d7a1-40a0-9a0c-ea378f74bbaa,[],['Loose']
ff8382e4-d7a1-40a0-9a0c-ea378f74bbaa,['Channel Bracket-Bolt'],[]
94311554-e09c-4b69-b399-6b59a6ae41cc,[],['Loose']
92ecabfe-4199-42b2-a6e9-46ae56bb206f,[],['Loose']
92ecabfe-4199-42b2-a6e9-46ae56bb206f,['Channel Bracket-Bolt'],[]
e928c43b-a10d-4ccf-90fc-063cfdf12163,[],['Loose']
e928c43b-a10d-4ccf-90fc-063cfdf12163,['Channel Bracket-Bolt'],[]
ebe96420-4023-4f8c-a947-003aeb13bc1c,[],['Loose']
ebe96420-4023-4f8c-a947-003aeb13bc1c,['Channel Bracket-Bolt'],[]
bf6268be-33c1-4c77-9b4f-4797a57e01df,[],['Loose']
bf6268be-33c1-4c77-9b4f-4797a57e01df,['Channel Bracket-Bolt'],[]
84301d77-9a6c-4568-94b6-3d0846b6cfee,[],['Loose']
84301d77-9a6c-4568-94b6-3d0846b6cfee,['Channel Bracket-Bolt'],[]
e8a6501f-8725-4109-a02c-eaf0fec5fdff,[],['Loose']
e8a6501f-8725-4109-a02c-eaf0fec5fdff,['Channel Bracket-Bolt'],[]
ea05410b-ae70-4a0b-8e8c-9c3ecf520241,[],['Loose']
ea05410b-ae70-4a0b-8e8c-9c3ecf520241,['Channel Bracket-Bolt'],[]
37f61845-17b3-4cb0-a359-fdb7a8c89b5b,[],['Loose']
37f61845-17b3-4cb0-a359-fdb7a8c89b5b,['Channel Bracket-Bolt'],[]
498cbb38-c86c-4c7d-99c9-f7a68dd6c99c,[],['Missing']
498cbb38-c86c-4c7d-99c9-f7a68dd6c99c,['Channel Bracket-Bolt'],[]
a5d8cf3b-c42a-442b-a6cc-8c555944b793,[],['Missing']
a5d8cf3b-c42a-442b-a6cc-8c555944b793,['Channel Bracket-Bolt'],[]
762e32fb-db78-4573-8d8f-d1a07ae1723b,[],['Missing']
762e32fb-db78-4573-8d8f-d1a07ae1723b,['Channel Bracket-Bolt'],[]
7def633e-56a7-431e-97f0-317202dd404b,[],['Missing']
7def633e-56a7-431e-97f0-317202dd404b,['Channel Bracket-Bolt'],[]
fb67957f-deb0-454a-a6c9-6d5752bde9d0,[],['Missing']
fb67957f-deb0-454a-a6c9-6d5752bde9d0,['Channel Bracket-Bolt'],[]
8679ef88-6edb-4f15-bd16-dc85da3b5f5d,[],['Missing']
8679ef88-6edb-4f15-bd16-dc85da3b5f5d,['Channel Bracket-Bolt'],[]
ea3a4c4d-8568-4e83-bacf-9330f340c913,[],['Missing']
ea3a4c4d-8568-4e83-bacf-9330f340c913,['Channel Bracket-Bolt'],[]
17dda8f4-1ff3-4b40-a6e2-59cd00e3ed72,[],['Missing']
17dda8f4-1ff3-4b40-a6e2-59cd00e3ed72,['Channel Bracket-Bolt'],[]
64f15765-eb90-4d3e-bc86-a8d7866ccaa2,[],['Missing']
64f15765-eb90-4d3e-bc86-a8d7866ccaa2,['Channel Bracket-Bolt'],[]
30f4d209-9e6f-44a5-83e8-86967d2c3b9b,[],['Missing']
30f4d209-9e6f-44a5-83e8-86967d2c3b9b,['Channel Bracket-Bolt'],[]
ab192c14-b254-4faa-9fc9-c78a24452dd8,[],['Missing']
ab192c14-b254-4faa-9fc9-c78a24452dd8,['Channel Bracket-Bolt'],[]
25246e13-144a-4a49-8b6d-8bcf0864bd3f,[],['Missing']
25246e13-144a-4a49-8b6d-8bcf0864bd3f,['Channel Bracket-Bolt'],[]
38b8d32f-2e14-4540-bced-361ee97e5f2c,[],['Missing']
38b8d32f-2e14-4540-bced-361ee97e5f2c,['Channel Bracket-Bolt'],[]
cef02811-87fc-4608-a436-d368d3c94d8b,[],['Missing']
cef02811-87fc-4608-a436-d368d3c94d8b,['Channel Bracket-Bolt'],[]
d9ddc125-ac1e-4312-828f-c0dc0252e403,[],['Missing']
d9ddc125-ac1e-4312-828f-c0dc0252e403,['Channel Bracket-Bolt'],[]
7e260434-6db1-4bbc-a77e-bd7edcb62605,[],['Missing']
7e260434-6db1-4bbc-a77e-bd7edcb62605,['Channel Bracket-Bolt'],[]
be10bd77-e276-43b4-afad-3d361d2f8b75,[],['Missing']
be10bd77-e276-43b4-afad-3d361d2f8b75,['Channel Bracket-Bolt'],[]
e9cf9620-2059-4ef3-b0ab-50c9d0853fa0,[],['Missing']
e9cf9620-2059-4ef3-b0ab-50c9d0853fa0,['Channel Bracket-Bolt'],[]
b6417a66-9618-4d3d-a3eb-ae3bb5eab02b,[],['Missing']
b6417a66-9618-4d3d-a3eb-ae3bb5eab02b,['Channel Bracket-Bolt'],[]
b290646a-32fb-41db-a49f-b0b04968e26a,[],['Missing']
b290646a-32fb-41db-a49f-b0b04968e26a,['Channel Bracket-Bolt'],[]
6293fa50-a11e-480f-a81a-3cf959288845,[],['Missing']
6293fa50-a11e-480f-a81a-3cf959288845,['Channel Bracket-Bolt'],[]
b2b1e9e0-385a-4ad7-a65a-1c7139896e84,[],['Missing']
b2b1e9e0-385a-4ad7-a65a-1c7139896e84,['Channel Bracket-Bolt'],[]
d8707eed-2adc-4f8b-bee9-8dc7542c648b,[],['Missing']
d8707eed-2adc-4f8b-bee9-8dc7542c648b,['Channel Bracket-Bolt'],[]
308abadc-1379-4f23-8b1b-d1b377c0e739,[],['Missing']
308abadc-1379-4f23-8b1b-d1b377c0e739,['Channel Bracket-Bolt'],[]
25572b66-44ae-448c-9352-bfbb07a26fe9,[],['Missing']
25572b66-44ae-448c-9352-bfbb07a26fe9,['Channel Bracket-Bolt'],[]
16bc0f55-f8da-4f17-9ba6-4e58295db8b9,[],['Missing']
16bc0f55-f8da-4f17-9ba6-4e58295db8b9,['Channel Bracket-Bolt'],[]
21914ec9-2723-4bae-8aa9-7a0b8b0d573b,[],['Missing']
21914ec9-2723-4bae-8aa9-7a0b8b0d573b,['Channel Bracket-Bolt'],[]
e928c43b-a10d-4ccf-90fc-063cfdf12163,[],['Missing']
ebe96420-4023-4f8c-a947-003aeb13bc1c,[],['Missing']
94baee6d-104e-4d9e-9fc5-0de7dbabf30b,[],['Missing']
94baee6d-104e-4d9e-9fc5-0de7dbabf30b,['Channel Bracket-Bolt'],[]
4670f672-a78b-4f87-a363-99c9199daf73,[],['Missing']
4670f672-a78b-4f87-a363-99c9199daf73,['Channel Bracket-Bolt'],[]
7c908367-810c-461d-8452-7d3474259dbd,[],['Missing']
7c908367-810c-461d-8452-7d3474259dbd,['Channel Bracket-Bolt'],[]
6bca8f70-1642-4da1-94d3-3f878de52b64,[],['Missing']
6bca8f70-1642-4da1-94d3-3f878de52b64,['Channel Bracket-Bolt'],[]
c00f0636-d1bf-47ac-9e51-13d0ce897db4,[],['Missing']
c00f0636-d1bf-47ac-9e51-13d0ce897db4,['Channel Bracket-Bolt'],[]
ee3bd0ed-0540-4883-b6cb-660041d94e84,[],['Missing']
ee3bd0ed-0540-4883-b6cb-660041d94e84,['Channel Bracket-Bolt'],[]
e9160bca-e8c4-4002-9f7b-5c1b8fccf454,[],['Missing']
e9160bca-e8c4-4002-9f7b-5c1b8fccf454,['Channel Bracket-Bolt'],[]
fba05dc3-641f-4ea2-af85-3625137a3107,[],['Missing']
fba05dc3-641f-4ea2-af85-3625137a3107,['Channel Bracket-Bolt'],[]
6675b242-73ef-482d-9770-2ed1c4ff6f45,[],['Missing']
6675b242-73ef-482d-9770-2ed1c4ff6f45,['Channel Bracket-Bolt'],[]
07ef5408-fed4-481d-8378-083e3d230d6c,[],['Missing']
07ef5408-fed4-481d-8378-083e3d230d6c,['Channel Bracket-Bolt'],[]
78d6672d-facb-4877-baf3-f2d718eeefde,[],['Missing']
78d6672d-facb-4877-baf3-f2d718eeefde,['Channel Bracket-Bolt'],[]
08b89a3d-3674-46b4-9e8f-8aab9abfab66,[],['Missing']
08b89a3d-3674-46b4-9e8f-8aab9abfab66,['Channel Bracket-Bolt'],[]
01503858-34eb-494a-bf64-b6208c373a36,[],['Missing']
01503858-34eb-494a-bf64-b6208c373a36,['Channel Bracket-Bolt'],[]
54c1cdf5-1f7f-4fdc-ba5b-c49a00ad9d67,[],['Missing']
54c1cdf5-1f7f-4fdc-ba5b-c49a00ad9d67,['Channel Bracket-Bolt'],[]
7d5fa0cc-27b8-4b6a-b5ac-81972e085f1a,[],['Missing']
cd3b47ff-973a-4ed1-9d9a-6e4cae713139,[],['Missing']
cd3b47ff-973a-4ed1-9d9a-6e4cae713139,['Channel Bracket-Bolt'],[]
ff8382e4-d7a1-40a0-9a0c-ea378f74bbaa,[],['Missing']
cd54aeef-07dd-4cb8-8f4e-a95c4ccb4ef0,[],['Missing']
cd54aeef-07dd-4cb8-8f4e-a95c4ccb4ef0,['Channel Bracket-Bolt'],[]
9aba1133-461e-4fdd-9fd8-a9624911dd18,[],['Missing']
9aba1133-461e-4fdd-9fd8-a9624911dd18,['Channel Bracket-Bolt'],[]
e28821b2-90f7-4417-b884-a1b09462d85f,[],['Missing']
e28821b2-90f7-4417-b884-a1b09462d85f,['Channel Bracket-Bolt'],[]
09b4dabe-0ca9-4f24-aa2e-3bd5f1a2e697,[],['Missing']
09b4dabe-0ca9-4f24-aa2e-3bd5f1a2e697,['Channel Bracket-Bolt'],[]
51ddb580-d73d-4656-9add-5d590c8ce026,[],['Missing']
51ddb580-d73d-4656-9add-5d590c8ce026,['Channel Bracket-Bolt'],[]
da590e1a-b6fc-48d7-82d9-d6ca09b9638d,[],['Missing']
da590e1a-b6fc-48d7-82d9-d6ca09b9638d,['Channel Bracket-Bolt'],[]
c1d396c2-ca5a-4c5f-bc3d-8e386f52cc82,[],['Missing']
c1d396c2-ca5a-4c5f-bc3d-8e386f52cc82,['Channel Bracket-Bolt'],[]
390b9616-931e-4ad3-bf55-3c699cd68ff7,[],['Missing']
390b9616-931e-4ad3-bf55-3c699cd68ff7,['Channel Bracket-Bolt'],[]
d904c7e8-df78-47f1-8c21-6a2962c5991d,[],['Missing']
d904c7e8-df78-47f1-8c21-6a2962c5991d,['Channel Bracket-Bolt'],[]
f9857c9d-a198-4b42-a9e2-c4456a13b939,[],['Missing']
f9857c9d-a198-4b42-a9e2-c4456a13b939,['Channel Bracket-Bolt'],[]
c5c5c46c-e585-4edf-a2b5-482a7eaeb322,[],['Missing']
c5c5c46c-e585-4edf-a2b5-482a7eaeb322,['Channel Bracket-Bolt'],[]
60f574a1-1532-40ab-98d3-3a481902293e,[],['Missing']
60f574a1-1532-40ab-98d3-3a481902293e,['Channel Bracket-Bolt'],[]
e01eead3-e47f-41ad-9f06-3e98c95c614b,[],['Missing']
c65aa594-4b66-48de-9beb-b032a2e72e45,[],['Missing']
c65aa594-4b66-48de-9beb-b032a2e72e45,['Channel Bracket-Bolt'],[]
5dfb6bcf-e9e4-420e-a0fc-1a2835dcb5b7,[],['Missing']
f2ce0f92-621d-462c-bffa-964cf29104dd,[],['Missing']
f2ce0f92-621d-462c-bffa-964cf29104dd,['Channel Bracket-Bolt'],[]
257fd7cc-a7bd-4107-b777-34e83de675d8,[],['Missing']
257fd7cc-a7bd-4107-b777-34e83de675d8,['Channel Bracket-Bolt'],[]
c900594f-fe45-4fc2-9c23-1845f77712f9,[],['Missing']
c900594f-fe45-4fc2-9c23-1845f77712f9,['Channel Bracket-Bolt'],[]
4824c29f-8953-4f99-be9e-3a69bfe88c9c,[],['Missing']
4824c29f-8953-4f99-be9e-3a69bfe88c9c,['Channel Bracket-Bolt'],[]
5226ca41-51a0-4ea6-9e82-1c3f5c31d60b,[],['Missing']
e3d3016a-d725-4069-b397-7a1e9986c18c,[],['Coating Failure']
e3d3016a-d725-4069-b397-7a1e9986c18c,['Channel Bracket'],[]
a9760156-a3ac-475a-bcb4-2f69cff9c234,[],['Coating Failure']
a9760156-a3ac-475a-bcb4-2f69cff9c234,['Channel Bracket'],[]
927aec69-cff1-4479-a4aa-24d9e68929fc,[],['Coating Failure']
927aec69-cff1-4479-a4aa-24d9e68929fc,['Channel Bracket'],[]
d707d2e4-16c2-42e0-b5f3-daba78b165d9,[],['Coating Failure']
d707d2e4-16c2-42e0-b5f3-daba78b165d9,['Channel Bracket'],[]
49711bd1-babb-4733-af07-2508951a2064,[],['Coating Failure']
49711bd1-babb-4733-af07-2508951a2064,['Channel Bracket'],[]
b5b8888d-48e9-4aea-a12d-581481743bf5,[],['Coating Failure']
b5b8888d-48e9-4aea-a12d-581481743bf5,['Channel Bracket'],[]
38258960-375e-4e16-a0c7-d24ced180ffc,['Channel Bracket'],[]
d8e7ead3-9eef-47a2-bb14-44ebb19c54e3,['Channel Bracket'],[]
f8fab306-d703-4e0b-bf40-ed88155bb797,[],['Corrosion-Heavy']
f8fab306-d703-4e0b-bf40-ed88155bb797,['Channel Bracket'],[]
c4398150-350e-44fa-942c-7fc43b6cddf4,[],['Corrosion-Heavy']
c4398150-350e-44fa-942c-7fc43b6cddf4,['Channel Bracket'],[]
accc3dee-8d1d-4cd8-81c8-392bb28dd1f4,['Channel Bracket'],[]
164c42db-4875-4db6-a9dc-9a4e9b84a96f,[],['Corrosion-Heavy']
164c42db-4875-4db6-a9dc-9a4e9b84a96f,['Channel Bracket'],[]
f5857d2a-ccc2-4df9-9260-0ce16a4875df,[],['Corrosion-Heavy']
f5857d2a-ccc2-4df9-9260-0ce16a4875df,['Channel Bracket'],[]
9ba48e91-858a-4bee-ab21-5dab1b0e6149,[],['Corrosion-Heavy']
9ba48e91-858a-4bee-ab21-5dab1b0e6149,['Channel Bracket'],[]
a3028f2e-5e42-48a0-8503-4f7ac74c2a62,[],['Corrosion-Heavy']
a3028f2e-5e42-48a0-8503-4f7ac74c2a62,['Channel Bracket'],[]
696a62de-0a3e-41d6-9a72-27b7fbb8ca58,['Channel Bracket'],[]
5b795736-9d7c-4e73-ae7e-ff50285ac056,['Channel Bracket'],[]
8b7e7f1a-ac28-4dc6-b18f-ff58909787b8,['Channel Bracket'],[]
82bad91c-9c10-4096-95d5-efc9f08804ae,['Channel Bracket'],[]
d10ca0cd-e5ce-4a19-b870-b5ad07298e2a,[],['Corrosion-Heavy']
d10ca0cd-e5ce-4a19-b870-b5ad07298e2a,['Channel Bracket'],[]
f6dc1041-a3c5-4e69-b8a4-6810dc9e97ac,['Channel Bracket'],[]
8f45766d-0592-4d04-99ce-0404f80a4c5d,[],['Corrosion-Heavy']
8f45766d-0592-4d04-99ce-0404f80a4c5d,['Channel Bracket'],[]
e2da9de1-2a3d-4302-958c-33481faa741f,['Channel Bracket'],[]
877e2837-ccc6-40c8-b826-03ad45dbdaea,['Channel Bracket'],[]
9aecae11-91de-423d-8a19-0c3409c72509,['Channel Bracket'],[]
bbe322f2-a5e5-48a1-83fd-a640d809c61c,['Channel Bracket'],[]
8c8070d0-9ed4-4ca8-85f6-eab0953a11c8,['Channel Bracket'],[]
714ff59f-789c-484a-8f17-a07f3b4f3e11,[],['Corrosion-Heavy']
714ff59f-789c-484a-8f17-a07f3b4f3e11,['Channel Bracket'],[]
276f3ca2-b707-4ac8-b25c-57c634740ade,[],['Corrosion-Heavy']
